Name,Algorithm,Time Elapsed,Inertia,Adjusted Rand Index,Mutual Information Score,V-Measure,Folkes-Mallows Score
g2-1-10,K-Means,0.024997,200349.755859375,1.0,0.6931471805599454,1.0,1.0
g2-1-10,Bisecting K-Means (largest split),0.029018,200349.755859375,1.0,0.6931471805599454,1.0,1.0
g2-1-10,Bisecting K-Means (worst split),0.034978,200349.755859375,1.0,0.6931471805599454,1.0,1.0
g2-1-20,K-Means,0.047005,765226.787109375,1.0,0.6931471805599454,1.0,1.0
g2-1-20,Bisecting K-Means (largest split),0.035015,765226.787109375,1.0,0.6931471805599454,1.0,1.0
g2-1-20,Bisecting K-Means (worst split),0.037003,765226.787109375,1.0,0.6931471805599454,1.0,1.0
g2-1-30,K-Means,0.044019,1662578.661508704,1.0,0.6930994960861836,1.0,1.0
g2-1-30,Bisecting K-Means (largest split),0.043995,1662578.661508704,1.0,0.6930994960861836,1.0,1.0
g2-1-30,Bisecting K-Means (worst split),0.052006,1662578.661508704,1.0,0.6930994960861836,1.0,1.0
g2-1-40,K-Means,0.044019,2293377.5441223765,0.9863681991902342,0.6724204240495495,0.9704745188581049,0.9931844530841828
g2-1-40,Bisecting K-Means (largest split),0.043002,2293377.5441223765,0.9863681991902342,0.6724204240495495,0.9704745188581049,0.9931844530841828
g2-1-40,Bisecting K-Means (worst split),0.047996,2293377.5441223765,0.9863681991902342,0.6724204240495495,0.9704745188581049,0.9931844530841828
g2-1-50,K-Means,0.048996,3271503.8180617727,1.0,0.6929163736175468,1.0,1.0
g2-1-50,Bisecting K-Means (largest split),0.055007,3271503.8180617727,1.0,0.6929163736175468,1.0,1.0
g2-1-50,Bisecting K-Means (worst split),0.053003,3271503.8180617727,1.0,0.6929163736175468,1.0,1.0
g2-1-60,K-Means,0.054016,4272850.910555428,1.0,0.6931395511460118,1.0,1.0
g2-1-60,Bisecting K-Means (largest split),0.059994,4272850.910555428,1.0,0.6931395511460118,1.0,1.0
g2-1-60,Bisecting K-Means (worst split),0.069001,4272850.910555428,1.0,0.6931395511460118,1.0,1.0
g2-1-70,K-Means,0.058006,5062563.2231963305,0.9824905718031626,0.6678516842538953,0.9636405596602661,0.991242707125587
g2-1-70,Bisecting K-Means (largest split),0.061006,5062585.491843071,1.0,0.6931085562528494,1.0,1.0
g2-1-70,Bisecting K-Means (worst split),0.057014,5062563.2231963305,0.9824905718031626,0.6678516842538953,0.9636405596602661,0.991242707125587
g2-1-80,K-Means,0.060018,6389400.083559398,0.9632166808381808,0.6452201403080144,0.9331120148064204,0.9816615221309365
g2-1-80,Bisecting K-Means (largest split),0.052993,6389400.083559398,0.9632166808381808,0.6452201403080144,0.9331120148064204,0.9816615221309365
g2-1-80,Bisecting K-Means (worst split),0.061979,6389400.083559398,0.9632166808381808,0.6452201403080144,0.9331120148064204,0.9816615221309365
g2-1-90,K-Means,0.079969,8023717.616782776,0.9921989478570268,0.6803612488478896,0.9815571759463743,0.996097587059804
g2-1-90,Bisecting K-Means (largest split),0.069994,8023717.616782776,0.9921989478570268,0.6803612488478896,0.9815571759463743,0.996097587059804
g2-1-90,Bisecting K-Means (worst split),0.067998,8023717.616782776,0.9921989478570268,0.6803612488478896,0.9815571759463743,0.996097587059804
g2-1-100,K-Means,0.059011,9509572.025831576,0.9670562187262124,0.6493359074360936,0.9388308503023802,0.9835699919976554
g2-1-100,Bisecting K-Means (largest split),0.063980,9508991.316911764,0.9670562187262124,0.6493359074360936,0.9388308503023802,0.9835699919976554
g2-1-100,Bisecting K-Means (worst split),0.069018,9508991.316911764,0.9670562187262124,0.6493359074360936,0.9388308503023802,0.9835699919976554
g2-2-10,K-Means,0.031018,418803.1689453125,1.0,0.6931471805599454,1.0,1.0
g2-2-10,Bisecting K-Means (largest split),0.031021,418803.1689453125,1.0,0.6931471805599454,1.0,1.0
g2-2-10,Bisecting K-Means (worst split),0.039002,418803.1689453125,1.0,0.6931471805599454,1.0,1.0
g2-2-20,K-Means,0.035973,1628119.599609375,1.0,0.6931471805599454,1.0,1.0
g2-2-20,Bisecting K-Means (largest split),0.035019,1628119.599609375,1.0,0.6931471805599454,1.0,1.0
g2-2-20,Bisecting K-Means (worst split),0.039999,1628119.599609375,1.0,0.6931471805599454,1.0,1.0
g2-2-30,K-Means,0.040996,3652317.455643085,1.0,0.6931300143240232,1.0,1.0
g2-2-30,Bisecting K-Means (largest split),0.043001,3652317.455643085,1.0,0.6931300143240232,1.0,1.0
g2-2-30,Bisecting K-Means (worst split),0.053002,3652317.455643085,1.0,0.6931300143240232,1.0,1.0
g2-2-40,K-Means,0.045187,6315666.2098115515,0.9941463486174213,0.6831226333472079,0.9855596704836068,0.9970718353789706
g2-2-40,Bisecting K-Means (largest split),0.047996,6315666.2098115515,0.9941463486174213,0.6831226333472079,0.9855596704836068,0.9970718353789706
g2-2-40,Bisecting K-Means (worst split),0.053978,6315666.2098115515,0.9941463486174213,0.6831226333472079,0.9855596704836068,0.9970718353789706
g2-2-50,K-Means,0.047009,8874807.384350263,1.0,0.6931428890193827,1.0,1.0
g2-2-50,Bisecting K-Means (largest split),0.049983,8874807.384350263,1.0,0.6931428890193827,1.0,1.0
g2-2-50,Bisecting K-Means (worst split),0.057012,8874807.384350263,1.0,0.6931428890193827,1.0,1.0
g2-2-60,K-Means,0.055049,12439018.46188796,1.0,0.6931300143240232,1.0,1.0
g2-2-60,Bisecting K-Means (largest split),0.062996,12439018.46188796,1.0,0.6931300143240232,1.0,1.0
g2-2-60,Bisecting K-Means (worst split),0.062981,12439018.46188796,1.0,0.6931300143240232,1.0,1.0
g2-2-70,K-Means,0.060975,16168783.830013089,0.9612998753529768,0.64346991319051,0.9303319828614285,0.9806986968452754
g2-2-70,Bisecting K-Means (largest split),0.066016,16168783.830013089,0.9612998753529768,0.64346991319051,0.9303319828614285,0.9806986968452754
g2-2-70,Bisecting K-Means (worst split),0.070992,16168783.830013089,0.9612998753529768,0.64346991319051,0.9303319828614285,0.9806986968452754
g2-2-80,K-Means,0.066976,21205047.70945008,0.976688444863277,0.6585027317524261,0.9501572036347075,0.988340891571278
g2-2-80,Bisecting K-Means (largest split),0.074002,21204921.14272061,0.9728299023759609,0.6540580541793345,0.9437686318219743,0.9864115649625269
g2-2-80,Bisecting K-Means (worst split),0.074006,21204921.14272061,0.9728299023759609,0.6540580541793345,0.9437686318219743,0.9864115649625269
g2-2-90,K-Means,0.070985,25483123.204933524,0.9902533944722144,0.6761903058408398,0.9776887580870315,0.9951392245744742
g2-2-90,Bisecting K-Means (largest split),0.070028,25483054.197069176,0.9960956358584798,0.684636310027019,0.989782811852934,0.998052506094283
g2-2-90,Bisecting K-Means (worst split),0.072978,25483046.05573758,0.994146314777105,0.6816696905761541,0.9855323770770336,0.9970803482605796
